genre_ids,popularity,release_date,title,vote_average,vote_count
"Animation, Comedy, Adventure, Family",9.231,2014-07-18,Planes: Fire & Rescue,6.0,420
"Action, Crime, Drama",9.193999999999999,2014-04-25,Brick Mansions,5.9,909
"Drama, Mystery, Thriller",9.193,2014-04-19,Ask Me Anything,5.6,246
"Romance, Comedy",9.191,2014-09-26,Two Night Stand,6.5,1241
"Drama, Thriller",9.128,2014-04-25,Locke,6.9,1370
"Comedy, Adventure, Crime, Family",9.118,2014-03-21,Muppets Most Wanted,6.2,473
"Animation, Family, TV Movie, Adventure, Comedy, Fantasy",8.937999999999999,2014-12-02,Toy Story That Time Forgot,6.8,422
"Thriller, Animation, Action, Crime",8.925,2014-08-12,Batman: Assault on Arkham,7.3,520
"Action, Thriller",8.884,2014-08-08,Into the Storm,5.8,1169
"Animation, Family",8.878,2014-10-10,Lava,7.4,630
"Drama, Comedy",8.863999999999999,2014-12-04,Pride,7.9,743
Drama,8.85,2014-10-09,99 Homes,6.8,393
Drama,8.837,2014-05-25,The Normal Heart,8.0,563
"Thriller, Crime, Drama",8.807,2014-12-25,The Gambler,5.8,783
"Drama, Science Fiction, Animation",8.792,2014-07-24,The Congress,6.6,265
"Drama, Romance",8.776,2014-02-14,Endless Love,6.8,990
"Romance, Comedy, Drama",8.767999999999999,2014-08-08,The One I Love,6.9,364
"Action, Comedy, Crime, Thriller",8.76,2014-11-13,Redirected,5.8,212
"Comedy, Drama",8.715,2016-06-19,Infinitely Polar Bear,6.8,209
"Drama, Science Fiction",8.687000000000001,2014-08-11,The Giver,6.5,3075
"Drama, Comedy",8.658,2014-10-17,"Men, Women & Children",6.5,518
"Action, Crime, Drama, Thriller",8.656,2014-12-11,Son of a Gun,6.2,408
"Comedy, Horror, Drama, Thriller",8.655,2014-09-19,Tusk,5.3,601
"Comedy, Romance",8.649,2014-01-31,That Awkward Moment,6.1,1759
"Drama, Romance",8.622,2014-10-17,The Best of Me,7.3,1512
Drama,8.57,2014-04-11,Joe,6.6,514
"Fantasy, Comedy, Drama",8.514,2014-09-11,The Cobbler,5.6,910
"Thriller, Action",8.512,2015-01-23,Everly,5.2,321
"Thriller, Horror, Mystery",8.497,2014-10-03,Flight 7500,4.4,296
"Thriller, Horror, Science Fiction",8.482999999999999,2014-07-30,Sharknado 2: The Second One,4.4,334
"Comedy, Romance",8.465,2014-02-14,About Last Night,6.0,312
"Science Fiction, Drama",8.459,2014-07-18,I Origins,7.6,1814
"Horror, Comedy, Thriller",8.455,2014-10-17,Housebound,6.6,505
"Horror, Mystery, Thriller",8.332,2014-10-21,The Taking of Deborah Logan,6.0,502
Drama,8.327,2014-03-21,God's Not Dead,6.1,503
"Comedy, Romance, Drama",8.282,2014-10-24,Laggies,6.1,730
Drama,8.26,2014-08-08,The Hundred-Foot Journey,7.3,785
"Comedy, Romance",8.25,2014-06-20,Think Like a Man Too,6.3,319
"Comedy, Drama, Romance",8.235,2014-07-25,And So It Goes,5.9,264
"Comedy, Romance",8.232000000000001,2014-06-06,Obvious Child,6.7,256
"Western, Drama",8.232000000000001,2014-08-29,The Homesman,6.5,389
"Horror, Science Fiction",8.228,2014-10-17,Extraterrestrial,5.0,249
"Thriller, Horror",8.146,2014-11-07,Jessabelle,5.2,418
Drama,8.05,2015-01-30,Black or White,6.8,193
"Action, Comedy, Drama, Fantasy, Thriller",8.038,2014-02-04,Marvel One-Shot: All Hail the King,7.0,198
"Drama, Romance, Crime, Mystery",8.029,2014-01-01,The Best Offer,7.8,1448
"Drama, Thriller",8.023,2014-05-23,Cold in July,6.5,375
"Comedy, Drama, Mystery",8.022,2015-04-17,While We're Young,5.9,609
"Comedy, Crime, Horror, Thriller",7.995,2014-01-19,The Voices,6.3,897
"Horror, Mystery, Thriller",7.928999999999999,2014-10-10,The Canal,5.6,222
Documentary,7.891,2014-07-04,Life Itself,7.7,215
"History, Drama",7.8839999999999995,2014-12-19,Mr. Turner,6.5,301
"Thriller, Drama",7.852,2014-09-25,White Bird in a Blizzard,6.2,485
"Drama, Comedy",7.845,2014-01-18,Wish I Was Here,6.6,440
"Comedy, Drama, Crime",7.821000000000001,2014-03-14,Veronica Mars,6.7,699
Horror,7.814,2014-04-25,The Quiet Ones,5.0,398
Drama,7.771,2014-05-16,Million Dollar Arm,6.8,353
"Horror, Mystery, Thriller",7.7620000000000005,2014-05-01,The Sacrament,5.7,205
"Adventure, Drama, Comedy",7.761,2014-09-19,Hector and the Search for Happiness,6.8,462
"Thriller, Crime, Action",7.745,2014-09-26,Good People,5.4,274
"Romance, Drama",7.7170000000000005,2014-11-14,Beyond the Lights,7.0,238
"Comedy, Drama, Romance",7.695,2014-07-25,Magic in the Moonlight,6.5,1270
"Horror, Thriller",7.69,2014-06-23,Creep,6.3,556
"Drama, Romance, Science Fiction",7.654,2014-04-20,In Your Eyes,7.0,408
"Drama, Romance, War",7.652,2014-11-05,Suite Française,7.4,669
Comedy,7.6129999999999995,2014-04-18,Fading Gigolo,5.8,351
"Thriller, Horror",7.6,2014-10-16,The Town that Dreaded Sundown,5.7,229
"Horror, Thriller",7.562,2014-04-17,Wolf Creek 2,6.2,258
Thriller,7.54,2014-08-08,The Two Faces of January,5.8,396
Comedy,7.5329999999999995,2014-12-16,Expelled,5.9,363
"Animation, Comedy, Drama, Family",7.51,2014-11-07,Feast,8.0,578
"Horror, Romance",7.468,2014-01-19,A Girl Walks Home Alone at Night,6.8,395
"Comedy, Drama",7.455,2014-10-17,Dear White People,6.1,296
"Thriller, Drama",7.441,2014-04-05,Mindscape,6.6,327
"Action, Drama, Romance, TV Movie",7.43,2014-01-17,Cloud 9,6.4,233
Comedy,7.428,2014-07-02,Premature,5.4,268
"Horror, Thriller",7.422000000000001,2014-10-23,V/H/S: Viral,4.4,260
Comedy,7.353,2014-06-27,They Came Together,5.5,226
"Adventure, Drama, Family",7.285,2014-10-26,The Young and Prodigious T.S. Spivet,6.7,389
"Drama, Comedy",7.284,2014-05-23,The Angriest Man in Brooklyn,5.6,264
"Comedy, Crime, Drama",7.254,2014-04-03,Dom Hemingway,5.8,302
"Family, Adventure, Science Fiction",7.189,2014-07-02,Earth to Echo,5.7,377
Horror,7.1610000000000005,2014-09-12,Honeymoon,5.4,371
Horror,7.145,2014-11-14,Starry Eyes,6.0,219
"Comedy, Drama, Romance",7.13,2014-02-21,Barefoot,6.4,332
"Comedy, Drama, Mystery",7.093999999999999,2014-08-15,Frank,6.9,989
"Romance, Science Fiction, Mystery",7.0329999999999995,2014-05-23,Frequencies,6.6,234
"Comedy, Horror",6.9479999999999995,2014-04-18,A Haunted House 2,5.5,597
"Music, Drama",6.933,2014-06-20,Jersey Boys,6.9,380
Comedy,6.9079999999999995,2014-08-06,The Inbetweeners 2,6.1,298
"Crime, Comedy, Action",6.895,2014-02-27,Alan Partridge: Alpha Papa,6.6,250
Drama,6.874,2014-10-10,You're Not You,7.4,448
"Thriller, Action, Science Fiction",6.843999999999999,2014-07-04,The Anomaly,4.9,191
"Comedy, Drama",6.837999999999999,2015-04-21,The Road Within,6.8,218
"Crime, Thriller",6.834,2014-01-17,Reasonable Doubt,5.9,334
"Science Fiction, Comedy, Drama, Romance",6.829,2014-12-05,Comet,6.7,252
Comedy,6.824,2014-09-05,Behaving Badly,5.0,341
"Romance, Comedy, Horror",6.794,2014-08-15,Life After Beth,5.2,350
"Family, Comedy",6.7829999999999995,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,817
"Family, Fantasy, Animation, Adventure",6.781000000000001,2014-07-25,Thunder and the House of Magic,6.3,196
"Comedy, Drama",6.7620000000000005,2014-06-05,A Long Way Down,6.2,529
"Drama, Fantasy, Science Fiction, Thriller",6.733,2014-02-07,After the Dark,6.3,424
"Crime, Documentary",6.483,2014-06-27,The Internet's Own Boy: The Story of Aaron Swartz,7.9,243
Drama,6.477,2014-09-10,The Good Lie,7.4,294
Documentary,6.376,2014-07-01,Cowspiracy: The Sustainability Secret,7.9,223
"Drama, Comedy",6.322,2014-12-12,Top Five,6.3,281
"Drama, Music",6.287999999999999,2014-08-01,Get on Up,6.7,251
"Adventure, Fantasy, Horror, Comedy",6.273,2014-01-21,Knights of Badassdom,5.5,217
"Drama, Fantasy, Mystery, Romance",6.224,2014-02-13,Winter's Tale,6.2,796
"Thriller, Mystery",6.117999999999999,2014-03-07,Grand Piano,5.9,295
"Romance, Drama",6.058,2014-06-06,Grace of Monaco,6.0,352
"Horror, Thriller, Mystery",6.019,2014-01-02,Open Grave,5.9,344
Drama,5.971,2014-05-01,Belle,7.3,411
Horror,5.893,2014-01-17,Devil's Due,4.5,303
"Thriller, Action, Crime",5.608,2014-10-02,Open Windows,5.1,266
Thriller,5.438,2014-10-03,A Good Marriage,5.3,197
"Horror, Romance, Science Fiction",5.3260000000000005,2014-03-20,Spring,6.6,300
Comedy,2.5989999999999998,2014-02-01,The Hungover Games,4.3,195
Comedy,0.6,2014-01-17,G.B.F.,5.9,268
"Action, Adventure, Science Fiction",44.383,2015-05-01,Avengers: Age of Ultron,7.3,13457
"Science Fiction, Action, Adventure",32.715,2015-07-17,Ant-Man,7.1,11949
"Action, Adventure, Science Fiction, Fantasy",32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641
"Science Fiction, Action, Thriller, Adventure",31.11,2015-07-01,Terminator Genisys,5.9,5309
"Action, Adventure, Crime",30.318,2015-11-06,Spectre,6.4,6719
"Romance, Fantasy, Family, Drama",29.055999999999997,2015-03-13,Cinderella,6.7,4517
"Action, Adventure, Science Fiction",28.099,2015-05-15,Mad Max: Fury Road,7.4,14454
"Thriller, Action",27.679000000000002,2015-01-09,Taken 3,6.1,3406
"Action, Drama, Thriller",27.414,2015-05-29,San Andreas,6.1,5125
"Crime, Thriller",26.386,2015-04-17,Child 44,6.2,903
"Action, Adventure, Science Fiction, Thriller",25.456,2015-03-20,Insurgent,6.3,6771
"Action, Drama",25.305,2015-07-24,Southpaw,7.4,3424
"Crime, Action, Science Fiction",24.52,2015-03-06,Chappie,6.7,4995
"Science Fiction, Fantasy, Action, Adventure",24.058000000000003,2015-02-27,Jupiter Ascending,5.3,4401
"Drama, Adventure, Science Fiction",22.855999999999998,2015-10-02,The Martian,7.7,12172
"Adventure, Fantasy",22.855999999999998,2015-02-06,Seventh Son,5.3,1549
"Drama, Romance, Thriller",21.229,2015-02-13,Fifty Shades of Grey,5.4,6451
"Action, Adventure, Science Fiction, Thriller",20.709,2015-06-12,Jurassic World,6.6,14056
"Crime, Drama, Mystery, Western",20.680999999999997,2015-12-25,The Hateful Eight,7.7,8065
"Action, Crime, Thriller",20.468,2015-09-18,Sicario,7.3,4475
"Action, Crime, Thriller",20.396,2015-04-03,Furious 7,7.3,6538
Action,20.177,2015-07-31,Mission: Impossible - Rogue Nation,7.1,5242
"Adventure, Family, Mystery, Science Fiction",20.136,2015-05-22,Tomorrowland,6.2,4610
"Drama, Thriller",20.0,2015-10-16,Room,8.1,5494
"Adventure, Drama",19.9,2015-09-18,Everest,6.7,2874
"Drama, Horror, Thriller",19.859,2015-06-05,Insidious: Chapter 3,6.2,1886
"Action, Adventure, Science Fiction",19.487000000000002,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609
"Western, Drama, Adventure",19.41,2015-12-25,The Revenant,7.4,11064
"Science Fiction, Mystery, Thriller",19.131,2015-07-10,Self/less,6.3,1815
"Action, Thriller",19.005,2015-08-26,No Escape,6.8,1296
"Adventure, Horror, Comedy",18.957,2015-10-16,Goosebumps,6.2,2147
"Comedy, Action, Adventure",18.956,2015-08-14,The Man from U.N.C.L.E.,7.1,3525
"Drama, Science Fiction",18.485,2015-04-10,Ex Machina,7.6,8026
"Comedy, Music",18.469,2015-05-15,Pitch Perfect 2,6.8,3599
"Comedy, Romance",18.423,2015-07-17,Trainwreck,5.8,1731
"Drama, Thriller",17.867,2015-10-09,Knock Knock,5.0,1490
Comedy,17.684,2015-06-26,Ted 2,6.1,4227
"Adventure, Animation, Family",17.675,2015-11-25,The Good Dinosaur,6.7,3135
"Action, Drama, Thriller",17.592,2015-03-13,Run All Night,6.4,1684
"Horror, Thriller",17.343,2015-05-22,Poltergeist,5.1,1438
"Action, Science Fiction, Thriller",17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365
"Crime, Thriller, Action",16.824,2015-01-16,Blackhat,5.3,1165
"Fantasy, Action, Adventure, Science Fiction",16.685,2015-10-23,The Last Witch Hunter,5.8,2193
"Animation, Comedy, Family, Fantasy",16.553,2015-09-25,Hotel Transylvania 2,6.7,3184
"Action, Adventure, Science Fiction",16.36,2015-08-07,Fantastic Four,4.4,3837
Drama,16.355999999999998,2015-11-25,Creed,7.3,4010
"Drama, Thriller, History",16.354,2015-11-06,Spotlight,7.8,4935
Thriller,15.995,2015-01-30,The Loft,6.4,755
"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",15.99,2004-12-08,Blade: Trinity,5.7,2058
"Action, Comedy, Family",15.940999999999999,2015-04-17,Paul Blart: Mall Cop 2,5.0,900
Comedy,15.876,2015-01-16,The Wedding Ringer,6.5,961
"Thriller, Comedy, Drama, Romance, Science Fiction",15.64,2016-05-13,The Lobster,6.9,2895
"Drama, Mystery",15.14,2015-07-17,Mr. Holmes,6.5,1101
"Drama, Romance",15.068,2015-12-23,45 Years,6.5,428
Horror,15.02,2015-05-22,The Human Centipede 3 (Final Sequence),3.7,317
"Adventure, Animation, Comedy, Family",14.972999999999999,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852
"TV Movie, Adventure, Action, Comedy, Family",14.749,2015-07-31,Descendants,6.8,1090
"Drama, Crime",14.645999999999999,2015-09-18,Black Mass,6.4,2020
"Thriller, Science Fiction, Action, Adventure",14.640999999999998,2015-01-16,Vice,4.3,312
Comedy,14.377,2015-09-25,The Intern,7.1,3373
"Comedy, Romance",14.344000000000001,2015-02-13,Playing It Cool,5.9,426
"Thriller, Drama, Adventure, Action, History",14.33,2015-12-11,In the Heart of the Sea,6.6,2137
"Comedy, Drama",14.327,2015-12-11,The Big Short,7.3,4657
Drama,14.312000000000001,2015-02-27,Maps to the Stars,6.0,604
Comedy,14.227,2015-07-29,Vacation,6.2,1934
"Action, Crime, Thriller",14.082,2015-08-21,Hitman: Agent 47,5.6,1764
"Action, Crime, Drama",14.055,2015-03-20,Tracers,5.9,675
"Adventure, Comedy, Family, Fantasy, Animation",13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165
Comedy,13.802,2015-06-03,Entourage,6.2,647
"Science Fiction, Thriller",13.625,2015-01-09,Predestination,7.4,3332
"Comedy, Adventure, Family",13.565,2015-01-16,Paddington,7.0,1904
"Mystery, Horror",13.493,2016-02-19,The Witch,6.6,2931
"Thriller, Action, Crime, Mystery",13.427999999999999,2015-09-04,The Transporter Refueled,5.4,836
"Comedy, Adventure",13.263,2015-01-23,Mortdecai,5.4,1666
"Romance, Drama",13.095999999999998,2015-11-20,Carol,7.4,1949
"Adventure, Family, Fantasy",13.054,2015-10-09,Pan,5.9,1701
"Horror, Drama, Mystery",13.0,2015-05-08,Maggie,5.3,958
"Thriller, Drama",12.835999999999999,2015-10-16,Bridge of Spies,7.2,4313
"Drama, Comedy",12.761,2015-10-23,Burnt,6.4,1841
Action,12.581,2015-02-27,Outcast,4.7,223
"Family, Animation, Comedy, Adventure",12.555,2015-08-05,Shaun the Sheep Movie,6.9,713
"Action, Adventure",12.334000000000001,2015-04-03,Last Knights,6.3,531
"Horror, Thriller",12.171,2015-10-09,I Spit on Your Grave III: Vengeance is Mine,5.3,390
"Drama, Thriller",12.169,2015-01-16,Foxcatcher,6.6,1407
"Science Fiction, Action, Animation, Adventure",12.137,2015-01-27,Justice League: Throne of Atlantis,6.7,404
Comedy,12.129000000000001,2015-03-27,Get Hard,6.0,1469
"Drama, Romance",12.083,2015-11-04,Brooklyn,7.3,1912
Drama,12.082,2015-11-27,The Danish Girl,7.7,3655
"Horror, Western",11.890999999999998,2015-10-23,Bone Tomahawk,6.8,905
"Adventure, Drama, Thriller",11.754000000000001,2015-10-02,The Walk,6.9,1906
"Drama, Music",11.731,2015-08-14,Straight Outta Compton,7.7,2048
"Drama, Mystery, Romance",11.564,2015-07-24,Paper Towns,6.0,3587
"Adventure, Animation, Family",11.487,2015-03-03,Tinker Bell and the Legend of the NeverBeast,6.8,486
"War, Drama",11.479000000000001,2015-04-24,The Water Diviner,6.8,682
Thriller,11.414000000000001,2015-08-07,Cop Car,5.8,452
"Adventure, Comedy, Animation, Family",11.344000000000001,2015-11-01,The Peanuts Movie,6.6,894
"Drama, Romance",11.168,2015-04-10,The Longest Ride,7.5,1908
Comedy,10.993,2015-12-18,Sisters,5.9,922
"Drama, Mystery, Thriller",10.979000000000001,2015-08-07,Dark Places,5.9,753
Thriller,10.970999999999998,2015-04-17,Beyond the Reach,5.6,198
"Drama, Music, Romance, Comedy",10.809000000000001,2015-08-28,We Are Your Friends,6.3,1241
"Romance, Comedy, Crime, Drama",10.704,2015-02-27,Focus,6.8,4173
"Thriller, Action, Drama, War",10.523,2015-02-27,'71,6.8,627
"Comedy, Horror",10.450999999999999,2015-10-30,Scouts Guide to the Zombie Apocalypse,6.2,915
Thriller,10.424000000000001,2015-03-13,The Invitation,6.5,1063
"Action, Drama, Crime",10.388,2015-03-20,The Gunman,5.7,583
"Drama, Comedy",10.305,2015-12-25,Joy,6.5,2723
"Animation, Comedy, Drama, Romance",10.285,2015-12-30,Anomalisa,7.1,927
"Thriller, Horror, Drama",10.24,2015-01-02,The Woman in Black 2: Angel of Death,5.1,627
"Horror, Thriller, Mystery",10.196,2015-09-11,The Visit,6.2,2634
"Comedy, Western",10.187000000000001,2015-12-11,The Ridiculous 6,5.0,676
"Horror, Thriller",10.152999999999999,2017-03-31,The Blackcoat's Daughter,5.7,254
"Drama, Music",10.103,2015-06-05,Love & Mercy,7.2,363
"Drama, History",9.993,2015-11-09,The 33,6.2,565
"Comedy, Action",9.97,2015-08-21,American Ultra,6.0,1756
"Horror, Crime, Thriller",9.943,2016-04-15,Green Room,6.8,1314
"Action, Drama, Thriller",9.933,2015-05-15,Good Kill,6.0,314
Horror,9.916,2015-08-21,Sinister 2,5.8,1142
"Drama, Fantasy, Horror, Mystery, Romance, Thriller",9.897,2015-10-16,Crimson Peak,6.5,2986
"Action, Adventure, Comedy",9.786,2015-04-30,Barely Lethal,5.6,591
"Adventure, Animation, Family",9.777000000000001,2015-03-13,Frozen Fever,6.8,1057
Comedy,9.755,1979-12-14,1941,5.7,262
"Drama, Comedy, Romance",9.685,2015-05-29,Aloha,5.3,1226
"Romance, Thriller, Western, Drama",9.669,2015-04-16,Slow West,6.7,532
"TV Movie, Family, Comedy, Fantasy",9.607000000000001,2015-06-26,Teen Beach 2,6.4,279
"Action, Comedy, Crime",9.607000000000001,2015-05-08,Hot Pursuit,5.6,1000
"Drama, War",9.583,1930-04-29,All Quiet on the Western Front,7.8,299
"Action, Animation, Fantasy",9.57,2015-07-28,Justice League: Gods and Monsters,6.8,247
Documentary,9.557,2015-01-25,Going Clear: Scientology and the Prison of Belief,7.8,479
"Science Fiction, Thriller",9.55,2015-01-30,Project Almanac,6.5,1449
"Drama, Romance, Science Fiction",9.536,2015-07-15,Equals,6.0,797
Drama,9.51,2015-10-27,Trumbo,7.2,882
"Drama, Thriller",9.477,2015-08-13,Mississippi Grind,6.0,229
"Drama, Science Fiction, Thriller",9.464,2015-08-28,Z for Zachariah,5.6,471
"Action, Adventure, Thriller",9.462,2015-06-26,Big Game,5.4,648
"Action, Crime, Thriller",9.435,2015-12-25,Point Break,5.6,1260
"Horror, Comedy, Fantasy",9.417,2015-12-04,Krampus,6.0,1046
"Drama, Romance",9.382,2015-08-28,The Diary of a Teenage Girl,6.7,460
"Family, Animation, Adventure, Comedy",9.338,2015-07-10,Minions,6.4,7343
"Science Fiction, Comedy, Horror",9.31,2015-10-30,Freaks of Nature,5.8,231
Horror,9.291,2017-03-17,The Devil's Candy,6.3,342
"Comedy, Drama",9.269,2015-12-04,The Lady in the Van,6.3,393
"History, Drama, War",9.251,2015-06-04,Testament of Youth,7.4,486
"Crime, Drama, Comedy",9.246,2015-06-19,Dope,7.2,954
"Thriller, Action",9.193,2015-12-04,Spooks: The Greater Good,5.9,308
"Action, Adventure, Animation",9.183,2015-04-14,Batman vs. Robin,6.9,364
"Drama, Horror, Thriller",9.175,2015-03-20,Backcountry,5.8,246
"Horror, Thriller",9.166,2015-07-10,The Gallows,4.8,591
Documentary,9.133,2015-05-29,Hot Girls Wanted,6.0,306
"Drama, Science Fiction, Thriller",9.061,2015-11-10,Victor Frankenstein,5.8,1200
"Romance, Comedy",9.054,2015-02-20,The DUFF,6.8,2987
"Horror, Thriller",9.05,2015-10-06,Last Shift,5.8,238
"Drama, Romance, Comedy",9.024,2015-04-19,Ashby,6.1,296
Comedy,9.014,2015-11-20,The Night Before,6.1,956
"Drama, Mystery",9.0,2015-07-17,Irrational Man,6.4,1112
"Drama, Comedy, Romance",8.95,2015-06-26,The Little Death,6.7,229
"Comedy, Drama, Music",8.933,2015-03-20,Danny Collins,6.7,260
"Drama, Comedy",8.915,2015-03-13,Home Sweet Hell,5.2,260
"Drama, History",8.895,2015-10-09,Steve Jobs,6.8,2572
"Fantasy, Horror",8.807,2015-11-06,The Hallow,5.3,316
"Thriller, Horror, Drama",8.794,2015-03-17,He Never Died,6.1,221
"Comedy, Drama, Romance",8.794,2015-09-18,Naomi and Ely's No Kiss List,6.0,762
"Comedy, Horror",8.759,2015-09-18,Cooties,5.5,335
"Drama, Romance",8.683,2015-05-01,Far from the Madding Crowd,7.0,586
"Comedy, Drama",8.681000000000001,2015-07-01,Magic Mike XXL,6.2,1110
"Comedy, Drama",8.677,2015-06-12,Me and Earl and the Dying Girl,7.6,1570
"Action, Thriller, TV Movie",8.661,2003-08-12,Duel,7.4,742
"Fantasy, Drama, Romance",8.559,2015-04-24,The Age of Adaline,7.4,3853
"Comedy, Drama",8.541,2015-09-18,Grandma,6.4,210
Comedy,8.516,2015-03-06,Unfinished Business,5.2,472
Comedy,8.509,2015-08-14,Mistress America,6.5,308
"Drama, Horror, Thriller",8.479,2015-01-24,Ratter,5.0,207
Drama,8.474,2016-04-28,High-Rise,5.5,610
"Action, Thriller",8.402999999999999,2015-08-01,Momentum,5.8,273
Comedy,8.392000000000001,2015-09-11,Sleeping with Other People,6.3,517
"Comedy, Horror",8.362,2015-10-09,The Final Girls,6.5,619
Comedy,8.344,2015-08-21,She's Funny That Way,5.9,358
"Comedy, Drama",8.304,2015-10-30,Our Brand Is Crisis,5.9,306
"Drama, Romance",8.276,2015-06-26,A Little Chaos,6.2,411
"Comedy, Family, Drama",8.261000000000001,2015-11-13,Love the Coopers,5.8,384
"Comedy, Drama, Music",8.247,2015-08-07,Ricki and the Flash,5.8,473
"Thriller, Drama",8.238999999999999,2015-07-17,The Stanford Prison Experiment,6.9,548
"Drama, Romance, Comedy",8.232999999999999,2015-05-21,Before We Go,6.5,985
"Drama, War",8.216000000000001,2015-10-16,Beasts of No Nation,7.6,883
Drama,8.197000000000001,2015-02-20,"McFarland, USA",7.3,358
"Drama, Horror, Science Fiction",8.164,2015-08-07,Extinction,5.6,308
"Horror, Thriller",8.157,2015-10-23,Paranormal Activity: The Ghost Dimension,5.2,774
Drama,8.148,2016-08-26,The Sea of Trees,6.3,246
"Horror, Thriller",8.12,2015-04-17,Unfriended,5.4,2019
"Action, Comedy, Science Fiction, Fantasy",8.059,2015-05-28,Kung Fury,7.5,1146
Comedy,8.052999999999999,2015-02-20,Hot Tub Time Machine 2,5.1,512
"Thriller, Fantasy",8.049,2015-09-25,Pay the Ghost,5.3,376
Drama,8.03,2015-04-10,Clouds of Sils Maria,6.7,426
"Drama, Fantasy, Music",7.942,2015-10-23,Jem and the Holograms,5.4,241
"Comedy, Drama",7.919,2016-02-05,4th Man Out,7.0,203
"Drama, History",7.914,2015-10-16,Experimenter,6.6,267
"Horror, Thriller",7.905,2016-03-04,Emelie,5.2,455
Drama,7.877000000000001,2015-09-11,X+Y,6.7,320
"Thriller, Horror",7.841,2015-07-24,The Vatican Tapes,4.6,365
"Comedy, Drama, Romance",7.8020000000000005,2016-03-11,"Hello, My Name Is Doris",6.4,265
"Drama, Comedy, Romance",7.787000000000001,2016-05-20,Maggie's Plan,5.7,218
"Comedy, Science Fiction",7.7860000000000005,2015-09-04,Absolutely Anything,5.7,688
"Drama, Thriller",7.768,2015-05-31,Return to Sender,5.2,245
"Adventure, Drama, Family",7.766,2015-06-26,Max,6.8,407
"Drama, History",7.763,2015-10-23,Suffragette,7.3,982
Drama,7.76,2015-04-10,Woman in Gold,7.4,787
"Comedy, Drama",7.755,2015-05-08,Welcome to Me,5.8,195
"Drama, Comedy",7.731,2015-03-06,The Second Best Exotic Marigold Hotel,6.4,420
"Crime, Drama, Mystery",7.712999999999999,2015-04-17,True Story,6.2,916
"Horror, Science Fiction, Action",7.6770000000000005,2015-03-27,Dead Rising: Watchtower,5.0,199
"Drama, Romance",7.651,2015-05-16,Those People,6.8,208
"Horror, Mystery, Drama, Thriller",7.631,2015-04-18,Backtrack,5.8,217
"Animation, Family",7.606,2015-11-03,Riley's First Date?,7.1,308
"Comedy, Horror, Music",7.58,2015-10-02,Deathgasm,6.3,301
Horror,7.557,2015-06-05,We Are Still Here,5.6,265
"Comedy, Drama",7.535,2015-11-06,Miss You Already,7.4,414
"Drama, Action, Crime, Thriller, Mystery",7.446000000000001,2015-03-26,Kidnapping Mr. Heineken,5.9,310
"Drama, Documentary",7.337000000000001,2015-07-03,Cartel Land,7.3,231
"Action, Adventure, Comedy, Science Fiction",7.327999999999999,2015-08-28,Turbo Kid,6.6,377
"Romance, Drama",7.313,2015-10-02,Freeheld,7.3,360
"Action, Drama, Thriller",7.294,2015-08-14,Final Girl,5.1,361
Action,7.271,2015-07-14,American Heist,4.6,213
"Thriller, Horror",7.257000000000001,2015-09-15,Hidden,6.5,322
"TV Movie, Comedy",7.204,2015-07-11,7 Days in Hell,6.5,192
"Crime, Drama, Mystery, Thriller",7.184,2015-12-20,A Bigger Splash,6.2,364
"Horror, Science Fiction, Thriller",7.183,2015-05-08,Infini,5.2,217
Documentary,7.181,2015-12-23,Where to Invade Next,7.4,250
"Comedy, Thriller, Mystery",7.12,2015-04-10,Kill Me Three Times,5.6,260
"Romance, Drama",7.031000000000001,2015-08-18,6 Years,5.4,530
"Fantasy, Thriller, Drama",7.029,2015-04-10,Lost River,5.8,352
"Comedy, Drama",6.94,2015-07-10,Tangerine,7.0,314
"Adventure, Comedy, Drama",6.935,2015-09-02,A Walk in the Woods,5.9,402
"Crime, Drama, Mystery, Thriller",6.892,2015-11-20,Secret in Their Eyes,6.3,696
"Thriller, Horror",6.84,2015-03-28,Demonic,5.1,267
Drama,6.8229999999999995,2015-07-31,The End of the Tour,7.1,324
"Romance, Comedy",6.82,2015-11-13,Man Up,6.6,538
Science Fiction,6.808,2015-03-01,Parallels,6.1,197
"Horror, Thriller, Science Fiction",6.794,2015-05-15,Area 51,4.4,248
"Adventure, Thriller, Drama",6.754,2015-01-23,Black Sea,6.3,625
"Thriller, Drama",6.744,2015-09-18,Pawn Sacrifice,6.7,446
"Drama, Thriller",6.727,2015-09-11,The Perfect Guy,5.7,211
"Comedy, Drama",6.65,2015-07-31,Jenny's Wedding,5.5,248
"Mystery, Comedy",6.5760000000000005,2015-06-19,The Overnight,6.0,200
"Comedy, Horror",6.524,2015-06-19,Burying the Ex,5.4,224
"Drama, Romance",6.471,2015-11-13,By the Sea,5.4,306
Drama,6.425,2015-12-04,Life,6.1,210
Horror,6.405,2015-10-16,Tales of Halloween,5.3,206
